amplicon	LWR	fract	aLWR	afract	taxopath	TAX1	TAX2	TAX3	TAX4	TAX5	TAX6
b9a39c06f12873ebf2666a175bd6d588da29195e;size=11	0.8504	0.8675	0.9705	0.99	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
32060cf92e16ab842d712deba3a6e27ce33f74b6;size=178	0.7142	0.721	0.9865	0.9959	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
041ffbeb9621d4fb5f77583d06a16e66c9dabbff;size=1695	0.8455	0.9145	0.9062	0.9801	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
700a7c681d251ee6ab12cbac6732258d148f2aec;size=33	0.8259	0.8715	0.9352	0.9868	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
9cc1b4bdd8b9dc348003aed8e8419e94d7926d7c;size=11	0.8482	0.8589	0.976	0.9883	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
f31d80e1de38d11d52520aa7f0b6aa977c8a2121;size=993	0.8217	0.8225	0.8217	0.8225	Eukaryota;SAR;Alveolata;Perkinsea;Pararosarium;Pararosarium dinoexitiosum	Eukaryota	SAR	Alveolata	Perkinsea	Pararosarium	Pararosarium dinoexitiosum
4bb82edead77966ad335b7027b64c3d900a3d3e1;size=13	0.7059	0.7161	0.9853	0.9995	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
0d20ed994d5394095add26839f981f6bd2ff70c7;size=1143	0.678	0.6991	0.9688	0.9991	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
72178153807f76d0c1a8d6df15e73481483d2ca4;size=10	0.9211	0.9532	0.9406	0.9734	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
3dd178ad94d92405fb667633dc3d659ee9b01526;size=96	0.4673	0.4718	0.9059	0.9147	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsidae	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsidae	NA
dad28d0313b21938c08dffec4a06aaf2e756bade;size=21	0.9857	1	0.9857	1	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsidae	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsidae	NA
8b7726357da6ab5dcae49f4412b9bb2af56d3b64;size=11	0.9921	0.9997	0.9921	0.9997	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
26ef0258183434417bde274127cc25968a57d78e;size=296	0.8979	0.8979	0.9596	0.9596	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
4bda11dd029c37b90c3aff8d2d3ba575736c72c2;size=97	0.9537	0.9537	0.9836	0.9836	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
c8a8d79836ad92f31fa355f8ebf7f70bb3230495;size=608	0.8962	0.8962	0.9789	0.9789	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
1671bf7afa305062f1ae65e8f8a14d0da4bdb4e8;size=20	0.7906	0.7967	0.7906	0.7967	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsidae	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsidae	NA
98522683e37f46852fa4ad4143fa3626b5e7b538;size=248	0.7005	0.7005	0.7006	0.7006	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsidae	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsidae	NA
12016d0334f868417c10980db919465aaae5fe7e;size=49	0.6812	0.6817	0.9294	0.9301	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
b8470a006e88022e276f05c98ed2723b19fcc7aa;size=349	0.489	0.4924	0.489	0.4925	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsidae	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsidae	NA
91243faa3100e752f0ecb02e0800b9227a8bb5a6;size=480	0.4427	0.4459	0.9173	0.9239	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
da9be595fb3f7803ee220261ca7f5bd9be45a720;size=19	0.9845	0.9854	0.9859	0.9868	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
a7511d73f53a2488f230be6ac4b2f33d2704393b;size=103	0.9944	0.9985	0.9946	0.9987	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
f8c0218575ddd48656205770e187a463d54fb0c3;size=40	0.4845	0.4871	0.9211	0.9261	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
3a96a1cb13f1b3d96a0f89b9169fbee3bd6cb5af;size=137	0.8688	0.8688	0.9463	0.9463	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
b07fa6d14baca42f94ccee2dd237ef8560d925ed;size=543	0.6415	0.6415	0.9734	0.9734	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
c362b5dba9ded916a08aecc41aaaa7ec74ba7720;size=44	0.5772	0.5772	0.9756	0.9756	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
529d5e805509dfa72ec0de10d7176cf941c768bf;size=48	0.9517	0.9536	0.9582	0.9602	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
9b880e5c543429c9efa8c64c91aeb7edad3455bb;size=971	0.779	0.779	0.9476	0.9476	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
3e477e96cbe6aa6443cbb5bcbc0295655abc1bb4;size=13	0.8269	0.8297	0.9278	0.931	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
4115e142a99d77e709d7553dd53923f9b3ac92f4;size=209	0.8296	0.8296	0.9827	0.9827	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
f13065ff165a968ceef6d2de912dc5a2d6fa05e2;size=94	0.9861	0.9862	0.9861	0.9862	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
bc67f86e4d1c68ce740125370b33ececd3302570;size=25	0.6337	0.6337	1	1	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsidae	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsidae	NA
28b98a51dad11ca33d4c624674565395be2e5367;size=34	0.8359	0.8359	0.9988	0.9988	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
3fd4ad7af760d4b30d7db52472c1be6480bf292f;size=39	0.9646	0.9691	0.9784	0.9829	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
477f5c0bbbee419adf068d8e948eb3a2f5e4f73f;size=160	0.9259	0.9259	0.9798	0.9798	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
aa53253d6965f223c389151bc228c1c5e70bb9a1;size=23	0.4661	0.4661	0.7034	0.7034	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsidae	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsidae	NA
43b50e4df4b4e5c10ec4785db3c7d76feff11264;size=8526	0.9593	0.9659	0.9595	0.966	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
301246b366fd171be50cd57fdae4fabadde9609d;size=17	0.9569	0.957	0.9569	0.957	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
1bef713477b7e7aae5ae3113344576f9359830d7;size=2428	0.4537	0.4562	0.9183	0.9234	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
18bba9fc96d41d642f51bb301383ff8472ba59be;size=86	0.5295	0.5295	0.9237	0.9237	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
eebb786933763ea8e4993036edc426086c6aad68;size=80	0.6279	0.6279	0.9903	0.9903	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
81c3103cc834bdce3a59467201d31a2d964d5747;size=1425	0.7415	0.7415	0.9546	0.9546	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
032539bda51af21f9451976c8095b0f376628ba3;size=12	0.9664	0.9667	0.9664	0.9667	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
190d91dea478b9d2afd4c4c007e342973d449cbc;size=21	0.7481	0.7548	0.7481	0.7548	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Marine environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Marine environmental sequence
c50b038ae850254fe6491a7a7cea58eebb3a146f;size=32	0.9625	0.9625	0.9625	0.9625	Eukaryota;SAR;Alveolata;Perkinsea;Xcellidae;GU296508.2 Gardus morhua	Eukaryota	SAR	Alveolata	Perkinsea	Xcellidae	GU296508.2 Gardus morhua
9e5fa4f7be88c116ee0458a146b2f62f7cf2a7e9;size=11	0.5	0.5	0.5	0.5	Eukaryota;SAR;Alveolata;Perkinsea;Xcellidae;GU296508.2 Gardus morhua	Eukaryota	SAR	Alveolata	Perkinsea	Xcellidae	GU296508.2 Gardus morhua
870103c1eed66dd2176c4c1db4a7a4b1241b49ff;size=53	0.5	0.5	0.5	0.5	Eukaryota;SAR;Alveolata;Perkinsea;Xcellidae;GU296508.2 Gardus morhua	Eukaryota	SAR	Alveolata	Perkinsea	Xcellidae	GU296508.2 Gardus morhua
1792b25732ebe8ae5135727ef800c6a9d865028b;size=28	0.5764	0.5764	0.5764	0.5764	Eukaryota;SAR;Alveolata;Perkinsea;Xcellidae;GU296508.2 Gardus morhua	Eukaryota	SAR	Alveolata	Perkinsea	Xcellidae	GU296508.2 Gardus morhua
c88aa8697f64f26c302bcb077a981adf7b0fad05;size=40	0.5	0.5	0.5	0.5	Eukaryota;SAR;Alveolata;Perkinsea;Xcellidae;GU296508.2 Gardus morhua	Eukaryota	SAR	Alveolata	Perkinsea	Xcellidae	GU296508.2 Gardus morhua
e84a44a3a13d21320f32e8eaca33acdb773e632b;size=105	0.8124	0.8124	0.8124	0.8124	Eukaryota;SAR;Alveolata;Perkinsea;Xcellidae;GU296508.2 Gardus morhua	Eukaryota	SAR	Alveolata	Perkinsea	Xcellidae	GU296508.2 Gardus morhua
1f1099b4b704f7137995086161ffcda76cfa7527;size=20	0.8786	0.8786	0.8787	0.8787	Eukaryota;SAR;Alveolata;Perkinsea;Xcellidae	Eukaryota	SAR	Alveolata	Perkinsea	Xcellidae	NA
1ac1af173a27042d091863658e45307b6137fbce;size=237	0.8621	0.8705	0.9404	0.9496	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
274e064ce6cddd24701be5ae377357458f23e250;size=48	0.9073	0.9415	0.9424	0.9778	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
f9442b6220d8f6130632a5ef803ac1daef916555;size=41766	1	1	1	1	Eukaryota;SAR;Alveolata;Perkinsea;PERK03;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	PERK03	Freshwater environmental sequence
d0a6727e8e1490eff56bf0af84cf7256f9e4e334;size=126	0.9958	0.9958	0.9958	0.9958	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae;Parvilucifera infectans	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	Parvilucifera infectans
f4e4186c75eb86988139dcb9ef21641463de107c;size=20	0.9987	0.9987	0.9987	0.9987	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae;Parvilucifera rostrata	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	Parvilucifera rostrata
45e4c15b790e4758720e462872a600be16eace59;size=40	0.9996	0.9996	1	1	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
5225a5602a49f150bd9c7793e08f8df83d1ded7a;size=48	0.9951	0.9951	0.9955	0.9955	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
1df7ff426bdef622d75db6a3fc6b91b8d1433e4c;size=14	0.848	0.848	0.9351	0.9351	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
ca7f5b85c3458269037f0f8cf063cb527c6f5f2e;size=121	0.9253	0.937	0.9253	0.937	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
a5ccb66f9a3e6277b0e9539357f4fd27cbed86b2;size=295	0.9534	0.9547	0.9534	0.9547	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
222df8ea05dcaf5653fc5e414a5016e77e316909;size=14	0.9998	0.9998	0.9999	0.9999	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
a6197530e43f1d742f08fffc853b5fdb510fa812;size=120	0.9188	0.9218	0.9966	0.9999	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
b80f3cd04457ad6a2e89ab87026e1643697aff3f;size=15	0.9557	0.9561	0.9914	0.9918	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
0d1eb023f0bd6176fd82858d52cf7d3684f4e062;size=15	0.8363	0.8384	0.9847	0.9871	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
4084a258aa91708a0a4eeb9bc9d88105fbdd9345;size=129	0.8607	0.8797	0.8794	0.8988	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
870f1026269046f2b137e4e1651959d4a8b336e6;size=293	0.7668	0.7744	0.7934	0.8013	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
99ce0fa8fcfcc40e91234578721ad8b57fe37abf;size=75	0.9246	0.9254	0.9492	0.9501	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
31be00a602e9fef24ff5cdc7c802607e4f1df9b3;size=19	0.7663	0.7758	0.7696	0.7791	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
66117900011c7ea9eb84217d98c2257bba395e33;size=48	0.9314	0.9315	0.9917	0.9919	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
b331d043a3edbcddc98396c43f04a6d82f35b24c;size=69	0.4454	0.4503	0.9422	0.9524	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
c3bbe3fc8a3f018398203742b759c82ec4455be7;size=20	0.9255	0.9282	0.9501	0.9529	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
f0e84dcb86bd8f1ef2842a5bed6ff343d9e9b122;size=27	0.9336	0.9391	0.9531	0.9588	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
1b9c274b77803728ab64358a2c7ca395aa559c57;size=29	0.9557	0.9558	0.965	0.9651	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
92d6fad7bd65aec475d3fd6931c4958b8a9efa11;size=20	0.9995	0.9995	0.9995	0.9995	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae;Tuberlatum coatsi	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	Tuberlatum coatsi
1da7edec00aaa559d5bcfc3ba7cb352a084f7491;size=251	0.9669	0.9671	0.9839	0.984	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
fa4be67d2466913a418963f3039d6e4726cbf4aa;size=20	0.9427	0.9435	0.9988	0.9996	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
8e436a18f632660b6f6cdcaa710b5fb0403a09db;size=87	0.9441	0.949	0.9673	0.9722	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
0d58f3e9a500f1728bd306f4daaa882c1e2cd00c;size=40	0.8871	0.8872	0.994	0.9941	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
53d9da53915f3d1cb401eb6ee4206baed615fee1;size=23	0.4877	0.4886	0.4877	0.4886	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae;Dinovorax pyriformis	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	Dinovorax pyriformis
596a42bb0b98e874a57820012ab38a9d88fb973a;size=136	0.9193	0.9236	0.9193	0.9236	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
c8bb2751f5ba3fb3c822c4f28bac784f68dc77df;size=235	0.5403	0.5489	0.9659	0.9814	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
6b89efec173e05d7708fa00eff334d19255f4ffe;size=17	0.7619	0.763	0.9987	1	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
fd167f9b6d8c546ec459d46543d6f4115ac931ef;size=102	0.9451	0.9512	0.9899	0.9964	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
7ab99c6c9712413e1c21957ef5679ebd4345f4a0;size=26	0.9683	0.9683	1	1	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
045bf13c7474158ececc993e050b7ea171208237;size=12	0.8284	0.8288	0.9758	0.9763	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
128a6169631b0bd236cf2a9f35209732af5e39bf;size=51	0.6294	0.6409	0.6294	0.6409	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae;Dinovorax pyriformis	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	Dinovorax pyriformis
8dd023062a26f21ba6f7aec7db2f3e34331b1721;size=686	0.9217	0.9276	0.9791	0.9854	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
aa07b9de6e6ea943d1f6f4c4150225aed9437e88;size=56	0.6096	0.6168	0.6096	0.6168	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae;Dinovorax pyriformis	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	Dinovorax pyriformis
99f79e1d1c5d05d6b6bcaabd4b05d546b42944e2;size=22	0.8244	0.8244	0.9885	0.9886	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
d3f455a7fda1e2c94e459f3bd7346dac5c3730ea;size=27	0.6519	0.6767	0.8437	0.8758	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
8b9dc2234227fe2c6ae5ca8d58d8fd57e71571b5;size=23	0.7509	0.7626	0.9437	0.9584	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
e17bba4b81ff47a97bef91ad63f8066956b9d6c6;size=18	0.8923	0.8923	0.9105	0.9106	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
82fb3b2b24e42f4e9ea62e59cf5a0a9a1e785ae3;size=63	0.8303	0.8307	0.9652	0.9656	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
48e6c737821c8ca76ddbacec702af6b8008e36fd;size=13	0.9294	0.9296	0.9813	0.9814	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
61f41eab4b90cb15d402557da578cadb6729eb34;size=729	0.955	0.955	0.955	0.955	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae;Dinovorax pyriformis	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	Dinovorax pyriformis
d2854865f0f2bcec29776de1426a8d821f9a9828;size=82	0.6297	0.6337	0.6297	0.6337	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae;Dinovorax pyriformis	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	Dinovorax pyriformis
240c416c71eee5f1826e5f4968876f4dcb090e49;size=1357	0.6256	0.6292	0.6256	0.6292	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae;Dinovorax pyriformis	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	Dinovorax pyriformis
01dd7416702c0d3e076cf8c6e63724ee8fa449e4;size=376	0.5411	0.5476	0.9754	0.9872	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
c8b86f9882730a2ff41a87cdb51e2f3f734e7804;size=374	0.7948	0.795	0.7948	0.795	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae;Dinovorax pyriformis	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	Dinovorax pyriformis
ae9d28d5b10602020838116b3c71ccc7b5b6e25f;size=257	0.9541	0.969	0.9717	0.9868	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
ed346bb854c8fa27c720307eec98276fb26dec7d;size=477	0.9434	0.9436	0.9946	0.9948	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
1d48b2971ab09ed839c7b6adb3ef86293029b6f7;size=126	0.9434	0.9436	0.9948	0.9949	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
a65d600343dda1e104b42d1afd4b79e4e315d94f;size=381	0.6009	0.607	0.6009	0.607	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae;Dinovorax pyriformis	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	Dinovorax pyriformis
ea864427354aeadfd62eaa9e09a06b83a1253bfa;size=150	0.9686	0.9689	0.9796	0.9799	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
6f29d3b1515ab52882894a4b1107ce0b45c3e333;size=182	0.3962	0.4022	0.9756	0.9903	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
d675ab59669896a4097453b98c604c8b3c15b693;size=3248	0.9044	0.905	0.9044	0.905	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae;Dinovorax pyriformis	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	Dinovorax pyriformis
278e8b36943faf6de0e432877b664ae7b67f6b19;size=241	0.6177	0.6196	0.6177	0.6196	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae;Dinovorax pyriformis	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	Dinovorax pyriformis
c1229b052d5c56a752f76aea98d9415c66f59138;size=24	0.9812	0.9856	0.9812	0.9857	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
1a3ae13801c8705497692063e51293a6ba106713;size=10	0.932	0.9357	0.9531	0.957	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
27b209f6a6ab88f6b7a259aa9e3b3093348aa269;size=192	0.775	0.788	0.9786	0.9951	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
c3998b2809177f69f42f45386969797474e80eef;size=18	0.6263	0.6325	0.6263	0.6325	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae;Dinovorax pyriformis	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	Dinovorax pyriformis
f383da97909e1258e6043a78cbfeda0409334bcb;size=166	0.7671	0.7683	0.9621	0.9636	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
86d5615ee48704ef8a61ec07417bc21bcd8ff199;size=21	0.9028	0.9097	0.9664	0.9738	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
2b706a19f6d0a503652f8a920159c0cf76b28b65;size=39	0.9932	0.9932	0.9932	0.9932	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae;Dinovorax pyriformis	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	Dinovorax pyriformis
0e25cb15528eff52e8ed43f343bad7af6583acc6;size=437	0.8429	0.8546	0.9812	0.9949	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
d5e6d03ad40fba894055f13c561b3261c0535ed5;size=13	0.7029	0.7061	0.967	0.9714	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
